reservation_id,hotel_id,guest_ref,nationality_iso2,adults,children,rooms,nights,room_nights,arrival_date,departure_date,status,rate_code
RES-2026Q1-00009,MZN-DXB-001,g_5ee4771fc8264a47,CZ,2,0,1,4,4,2026-01-29,2026-02-02,CHECKED_OUT,HOUSE
RES-2026Q1-00010,MZN-DXB-001,g_95418a8019e66030,SA,1,2,1,6,6,2026-01-29,2026-02-04,CHECKED_OUT,BAR
RES-2026Q1-00011,MZN-DXB-001,g_c86ead1897b3183d,PK,2,0,3,8,24,2026-01-29,2026-02-06,CHECKED_OUT,BAR
RES-2026Q1-00012,MZN-DXB-001,g_de038626601eaa68,CH,1,0,1,14,14,2026-01-29,2026-02-12,CHECKED_OUT,GOV
RES-2026Q1-00073,MZN-DXB-001,g_105138df6aa0531b,GB,1,0,1,0,0,2026-01-29,2026-01-29,CHECKED_OUT,OTA
RES-2026Q1-00088,MZN-DXB-001,g_5807c9633e27bdf3,EG,1,0,2,0,0,2026-01-29,2026-01-29,CHECKED_OUT,GROUP
RES-2026Q1-00174,MZN-DXB-001,g_ee21b1141b50f46c,GB,1,0,1,1,1,2026-01-29,2026-01-30,CHECKED_OUT,OTA
RES-2026Q1-00219,MZN-DXB-001,g_e032e71c645e3fd3,CZ,2,0,1,8,8,2026-01-29,2026-02-06,CHECKED_OUT,OTA
RES-2026Q1-00372,MZN-DXB-001,g_89a4efc9018e3f1c,IT,1,0,1,4,4,2026-01-29,2026-02-02,CHECKED_OUT,OTA
RES-2026Q1-00465,MZN-DXB-001,g_7944f3059d1fb3be,CN,2,0,1,1,1,2026-01-29,2026-01-30,CANCELLED,GROUP
RES-2026Q1-00571,MZN-DXB-001,g_6041fd895c953062,IN,2,0,1,3,3,2026-01-29,2026-02-01,CHECKED_OUT,BAR
RES-2026Q1-00609,MZN-DXB-001,g_3a0bffcf348042e5,DE,2,0,1,1,1,2026-01-29,2026-01-30,CHECKED_OUT,BAR
RES-2026Q1-00620,MZN-DXB-001,g_1b5e95452cefc1a9,GB,1,1,2,6,12,2026-01-29,2026-02-04,CHECKED_OUT,CORP
RES-2026Q1-00716,MZN-DXB-001,g_aa6ad495ddceb29c,SA,2,1,1,2,2,2026-01-29,2026-01-31,CHECKED_OUT,CORP
RES-2026Q1-00958,MZN-DXB-001,g_cbabccb70b7fc9b1,GB,1,0,1,2,2,2026-01-29,2026-01-31,CHECKED_OUT,GROUP
RES-2026Q1-01005,MZN-DXB-001,g_9b995a0f327bddb6,RU,2,0,1,2,2,2026-01-29,2026-01-31,CHECKED_OUT,BAR
RES-2026Q1-01047,MZN-DXB-001,g_99bfe5050582c24e,IT,1,0,2,1,2,2026-01-29,2026-01-30,CHECKED_OUT,GOV
RES-2026Q1-01079,MZN-DXB-001,g_c0b575acb76321e1,CN,2,0,1,1,1,2026-01-29,2026-01-30,CHECKED_OUT,BAR
RES-2026Q1-00013,MZN-DXB-001,g_98aacba27e4c4081,AU,2,0,1,2,2,2026-01-30,2026-02-01,CHECKED_OUT,OTA
RES-2026Q1-00014,MZN-DXB-001,g_05986d3f708839c7,GB,3,0,2,3,6,2026-01-30,2026-02-02,CHECKED_OUT,OTA
RES-2026Q1-00015,MZN-DXB-001,g_3d6d6e701784618d,RU,2,2,2,5,10,2026-01-30,2026-02-04,CHECKED_OUT,GOV
RES-2026Q1-00016,MZN-DXB-001,g_8f72771c18c1d608,GB,2,0,1,7,7,2026-01-30,2026-02-06,CHECKED_OUT,CORP
RES-2026Q1-00188,MZN-DXB-001,g_098d210d3d8a516c,PL,2,0,1,4,4,2026-01-30,2026-02-03,CHECKED_OUT,BAR
RES-2026Q1-00210,MZN-DXB-001,g_4160d2a97839f743,SA,3,0,1,3,3,2026-01-30,2026-02-02,CHECKED_OUT,CORP
RES-2026Q1-00214,MZN-DXB-001,g_1d688920c1034d12,DE,2,2,1,3,3,2026-01-30,2026-02-02,CHECKED_OUT,OTA
RES-2026Q1-00332,MZN-DXB-001,g_9d15d8412f4618f3,AU,2,0,1,3,3,2026-01-30,2026-02-02,CHECKED_OUT,CORP
RES-2026Q1-00425,MZN-DXB-001,g_2c3839d16a1dadbd,CN,2,1,1,4,4,2026-01-30,2026-02-03,CHECKED_OUT,COMP
RES-2026Q1-00457,MZN-DXB-001,g_e970a068be495990,DE,2,0,1,6,6,2026-01-30,2026-02-05,CHECKED_OUT,GROUP
RES-2026Q1-00495,MZN-DXB-001,g_0e77fd89d13a8d17,IN,1,3,1,1,1,2026-01-30,2026-01-31,CHECKED_OUT,BAR
RES-2026Q1-00561,MZN-DXB-001,g_dc7b56f34228b930,IN,2,2,1,6,6,2026-01-30,2026-02-05,CHECKED_OUT,CORP
RES-2026Q1-00740,MZN-DXB-001,g_a66b376b758f24c6,DE,2,0,1,7,7,2026-01-30,2026-02-06,CHECKED_OUT,BAR
RES-2026Q1-00849,MZN-DXB-001,g_2a3c809e554d09ba,SA,2,0,1,4,4,2026-01-30,2026-02-03,CANCELLED,CORP
RES-2026Q1-01094,MZN-DXB-001,g_4506d5a75647f4fd,DE,2,3,2,1,2,2026-01-30,2026-01-31,CHECKED_OUT,GROUP
RES-2026Q1-01183,MZN-DXB-001,g_c47de5ec4ca223c5,RU,3,0,1,5,5,2026-01-30,2026-02-04,CHECKED_OUT,GOV
RES-2026Q1-00017,MZN-DXB-001,g_9279e71fb4b7f451,CN,1,0,1,1,1,2026-01-31,2026-02-01,CHECKED_OUT,GROUP
RES-2026Q1-00018,MZN-DXB-001,g_f02aa60a09ae31d4,FR,2,0,1,2,2,2026-01-31,2026-02-02,CHECKED_OUT,GROUP
RES-2026Q1-00019,MZN-DXB-001,g_edfdf3747754401c,GB,4,0,1,4,4,2026-01-31,2026-02-04,CHECKED_OUT,BAR
RES-2026Q1-00020,MZN-DXB-001,g_4bd8432b8032dba2,IT,2,0,1,10,10,2026-01-31,2026-02-10,CHECKED_OUT,BAR
RES-2026Q1-00070,MZN-DXB-001,g_3309e2647ef13fc0,GB,2,0,1,0,0,2026-01-31,2026-01-31,CHECKED_OUT,BAR
RES-2026Q1-00122,MZN-DXB-001,g_19fcbe2336c6f1b8,CN,2,0,1,2,2,2026-01-31,2026-02-02,CHECKED_OUT,HOUSE
RES-2026Q1-00163,MZN-DXB-001,g_b115f8337ba97f26,CN,3,3,1,2,2,2026-01-31,2026-02-02,CHECKED_OUT,GROUP
RES-2026Q1-00190,MZN-DXB-001,g_d496c52679317e02,AU,1,0,1,5,5,2026-01-31,2026-02-05,CHECKED_OUT,OTA
RES-2026Q1-00276,MZN-DXB-001,g_7307603dcaff947b,RU,1,2,1,4,4,2026-01-31,2026-02-04,CHECKED_OUT,CORP
RES-2026Q1-00316,MZN-DXB-001,g_62c05e814c6de66e,FR,2,0,1,4,4,2026-01-31,2026-02-04,CHECKED_OUT,COMP
RES-2026Q1-00394,MZN-DXB-001,g_4d11b3b4ea706798,RU,2,1,1,1,1,2026-01-31,2026-02-01,CHECKED_OUT,GROUP
RES-2026Q1-00400,MZN-DXB-001,g_4b97924de77d39cb,CZ,1,3,1,3,3,2026-01-31,2026-02-03,CHECKED_OUT,BAR
RES-2026Q1-00408,MZN-DXB-001,g_1b8e7e1b9e56a713,IT,2,1,1,4,4,2026-01-31,2026-02-04,CHECKED_OUT,BAR
RES-2026Q1-00549,MZN-DXB-001,g_6881d7ef20048f8d,US,4,0,1,6,6,2026-01-31,2026-02-06,CHECKED_OUT,GROUP
RES-2026Q1-00681,MZN-DXB-001,g_a73fb7d24cf3b8ee,PH,2,1,1,1,1,2026-01-31,2026-02-01,CHECKED_OUT,OTA
RES-2026Q1-00709,MZN-DXB-001,g_29181469541240e8,SA,2,1,1,3,3,2026-01-31,2026-02-03,CHECKED_OUT,OTA
RES-2026Q1-00820,MZN-DXB-001,g_e98edefe05ee77d3,SA,2,3,1,2,2,2026-01-31,2026-02-02,NO_SHOW,CORP
RES-2026Q1-00881,MZN-DXB-001,g_65f6f1dc4cdc0b0a,CH,2,0,1,5,5,2026-01-31,2026-02-05,CHECKED_OUT,BAR
RES-2026Q1-00976,MZN-DXB-001,g_11375db3b0d3ed31,GB,2,2,1,1,1,2026-01-31,2026-02-01,CHECKED_OUT,CORP
RES-2026Q1-01052,MZN-DXB-001,g_fce22466691debb9,SA,2,2,1,2,2,2026-01-31,2026-02-02,CANCELLED,CORP
RES-2026Q1-01068,MZN-DXB-001,g_6342022ecada1665,AU,2,0,1,7,7,2026-01-31,2026-02-07,CHECKED_OUT,OTA
RES-2026Q1-01128,MZN-DXB-001,g_73f7223a087a1532,DE,1,0,1,3,3,2026-01-31,2026-02-03,CHECKED_OUT,GROUP
RES-2026Q1-00172,MZN-DXB-001,g_7e2b2ce7bc161479,KZ,2,0,1,1,1,2026-02-01,2026-02-02,CHECKED_OUT,GROUP
RES-2026Q1-00339,MZN-DXB-001,g_875f9438482aab37,GB,2,0,1,5,5,2026-02-01,2026-02-06,CHECKED_OUT,OTA
RES-2026Q1-00598,MZN-DXB-001,g_8f7e29609be2ce46,US,1,0,1,2,2,2026-02-01,2026-02-03,CHECKED_OUT,CORP
RES-2026Q1-00671,MZN-DXB-001,g_115de611d19d0771,FR,4,2,1,1,1,2026-02-01,2026-02-02,CANCELLED,OTA
RES-2026Q1-00692,MZN-DXB-001,g_d40a49458e39b68c,EG,1,2,1,4,4,2026-02-01,2026-02-05,CHECKED_OUT,COMP
RES-2026Q1-00720,MZN-DXB-001,g_e7725b3f9d430a92,PK,2,0,1,3,3,2026-02-01,2026-02-04,CHECKED_OUT,BAR
RES-2026Q1-00905,MZN-DXB-001,g_ae970073bf09e6ac,KZ,1,0,1,3,3,2026-02-01,2026-02-04,NO_SHOW,CORP
RES-2026Q1-00917,MZN-DXB-001,g_c551a757bc13be42,IN,2,0,1,5,5,2026-02-01,2026-02-06,CANCELLED,GOV
RES-2026Q1-01109,MZN-DXB-001,g_356e2b71c6664d51,GB,2,0,1,4,4,2026-02-01,2026-02-05,CHECKED_OUT,OTA
RES-2026Q1-00215,MZN-DXB-001,g_4e67b0e2789a1382,FR,2,0,2,4,8,2026-02-02,2026-02-06,CHECKED_OUT,BAR
RES-2026Q1-00236,MZN-DXB-001,g_74f81aa51db3a854,RU,2,2,1,2,2,2026-02-02,2026-02-04,CHECKED_OUT,COMP
RES-2026Q1-00239,MZN-DXB-001,g_34d3caa49795669d,GB,2,1,1,1,1,2026-02-02,2026-02-03,CANCELLED,OTA
RES-2026Q1-00272,MZN-DXB-001,g_776571f360432f51,KR,2,0,1,1,1,2026-02-02,2026-02-03,CHECKED_OUT,GOV
RES-2026Q1-00456,MZN-DXB-001,g_6a379f947071b2d3,DE,2,2,1,3,3,2026-02-02,2026-02-05,CHECKED_OUT,GROUP
RES-2026Q1-00502,MZN-DXB-001,g_fe13baa7a8537e5b,JP,2,3,2,3,6,2026-02-02,2026-02-05,CHECKED_OUT,GOV
RES-2026Q1-00508,MZN-DXB-001,g_4a82c4b840066d38,GB,2,0,2,1,2,2026-02-02,2026-02-03,CHECKED_OUT,BAR
RES-2026Q1-00766,MZN-DXB-001,g_ee85200b00337a86,CH,2,3,1,2,2,2026-02-02,2026-02-04,CHECKED_OUT,HOUSE
RES-2026Q1-00804,MZN-DXB-001,g_253a5b697d22e0eb,CN,2,2,1,1,1,2026-02-02,2026-02-03,CHECKED_OUT,OTA
RES-2026Q1-00890,MZN-DXB-001,g_3bffc5566db68fa6,DE,2,0,2,5,10,2026-02-02,2026-02-07,CHECKED_OUT,HOUSE
RES-2026Q1-00994,MZN-DXB-001,g_f2c028bc1cc94ae3,IN,1,0,1,3,3,2026-02-02,2026-02-05,CHECKED_OUT,BAR
RES-2026Q1-01190,MZN-DXB-001,g_90e4f825c4813780,SA,1,1,1,3,3,2026-02-02,2026-02-05,CANCELLED,BAR
RES-2026Q1-00095,MZN-DXB-001,g_05a827cad4e66ee6,PK,2,0,1,1,1,2026-02-03,2026-02-04,CHECKED_OUT,COMP
RES-2026Q1-00488,MZN-DXB-001,g_c6ee0928fedf2fa9,KR,1,0,1,1,1,2026-02-03,2026-02-04,CANCELLED,GOV
RES-2026Q1-00601,MZN-DXB-001,g_f23e77ce76f93ee3,PK,3,2,1,6,6,2026-02-03,2026-02-09,CHECKED_OUT,BAR
RES-2026Q1-00701,MZN-DXB-001,g_f58c520d56a4622a,RU,2,0,1,1,1,2026-02-03,2026-02-04,CHECKED_OUT,OTA
RES-2026Q1-00718,MZN-DXB-001,g_f414c0def9b5de32,GB,2,0,1,2,2,2026-02-03,2026-02-05,NO_SHOW,GOV
RES-2026Q1-00809,MZN-DXB-001,g_f2b67751a7bcf166,DE,1,0,1,5,5,2026-02-03,2026-02-08,CHECKED_OUT,BAR
RES-2026Q1-00983,MZN-DXB-001,g_6d282818f45f5cac,CN,2,0,1,2,2,2026-02-03,2026-02-05,CANCELLED,OTA
RES-2026Q1-01127,MZN-DXB-001,g_6984106f27a44911,CN,3,0,1,2,2,2026-02-03,2026-02-05,CHECKED_OUT,BAR
RES-2026Q1-01139,MZN-DXB-001,g_520de70de2818d16,DE,2,0,1,3,3,2026-02-03,2026-02-06,CHECKED_OUT,CORP
RES-2026Q1-00121,MZN-DXB-001,g_2e25b12eaa1d833c,DE,1,1,2,7,14,2026-02-04,2026-02-11,CHECKED_OUT,HOUSE
RES-2026Q1-00242,MZN-DXB-001,g_8016f1bbce63d3db,IN,1,0,1,1,1,2026-02-04,2026-02-05,CHECKED_OUT,BAR
RES-2026Q1-00301,MZN-DXB-001,g_ce6c6a4a4e0e2f90,CN,2,0,1,3,3,2026-02-04,2026-02-07,CHECKED_OUT,BAR
RES-2026Q1-00680,MZN-DXB-001,g_dbef9f6ac317ad6b,PH,2,2,1,1,1,2026-02-04,2026-02-05,CHECKED_OUT,BAR
RES-2026Q1-00752,MZN-DXB-001,g_aa888359419155d6,EG,1,2,2,1,2,2026-02-04,2026-02-05,CHECKED_OUT,HOUSE
RES-2026Q1-00808,MZN-DXB-001,g_acf87df14cace59b,FR,2,0,3,4,12,2026-02-04,2026-02-08,CHECKED_OUT,BAR
RES-2026Q1-01039,MZN-DXB-001,g_3701a6925128a9df,CZ,1,0,1,2,2,2026-02-04,2026-02-06,CANCELLED,BAR
RES-2026Q1-01135,MZN-DXB-001,g_d4a7e39990b3cb65,SA,3,0,1,7,7,2026-02-04,2026-02-11,CHECKED_OUT,BAR
RES-2026Q1-00063,MZN-DXB-001,g_3b3dee8e42049677,DE,1,2,1,0,0,2026-02-05,2026-02-05,CHECKED_OUT,OTA
RES-2026Q1-00108,MZN-DXB-001,g_7f801eb869bdfda0,IN,2,0,1,3,3,2026-02-05,2026-02-08,CHECKED_OUT,COMP
RES-2026Q1-00116,MZN-DXB-001,g_bffaf7ed613507f4,IT,1,0,1,4,4,2026-02-05,2026-02-09,CHECKED_OUT,HOUSE
RES-2026Q1-00234,MZN-DXB-001,g_e6ec8c0c722449a2,IN,2,0,1,3,3,2026-02-05,2026-02-08,CHECKED_OUT,BAR
RES-2026Q1-00286,MZN-DXB-001,g_74b95d8966a74002,RU,1,1,1,9,9,2026-02-05,2026-02-14,CHECKED_OUT,GROUP
RES-2026Q1-00539,MZN-DXB-001,g_e2c2d1b2329c9099,FR,2,0,1,4,4,2026-02-05,2026-02-09,CHECKED_OUT,CORP
RES-2026Q1-00566,MZN-DXB-001,g_7dc88484ff8fda37,GB,2,0,1,2,2,2026-02-05,2026-02-07,CHECKED_OUT,BAR
RES-2026Q1-00702,MZN-DXB-001,g_067a59f99eb599dd,CH,2,0,1,1,1,2026-02-05,2026-02-06,CHECKED_OUT,CORP
RES-2026Q1-00753,MZN-DXB-001,g_5ec5c3bdb5ea01ef,DE,1,0,1,21,21,2026-02-05,2026-02-26,CHECKED_OUT,OTA
RES-2026Q1-00836,MZN-DXB-001,g_a41d3db4808ae42c,SA,2,0,1,3,3,2026-02-05,2026-02-08,CHECKED_OUT,COMP
RES-2026Q1-00839,MZN-DXB-001,g_5d658a6925eb5aae,GB,2,0,1,4,4,2026-02-05,2026-02-09,CHECKED_OUT,BAR
RES-2026Q1-01004,MZN-DXB-001,g_f21cfa5718844a20,SA,2,0,1,1,1,2026-02-05,2026-02-06,CHECKED_OUT,GOV
RES-2026Q1-01171,MZN-DXB-001,g_1b69288de91e3086,IN,2,0,1,8,8,2026-02-05,2026-02-13,CHECKED_OUT,OTA
RES-2026Q1-01182,MZN-DXB-001,g_97c12a790a34876f,RU,2,0,1,1,1,2026-02-05,2026-02-06,CHECKED_OUT,BAR
RES-2026Q1-00193,MZN-DXB-001,g_7382473accda7d84,SA,2,0,1,1,1,2026-02-06,2026-02-07,CHECKED_OUT,GOV
RES-2026Q1-00220,MZN-DXB-001,g_0f285833ee98a53d,CN,3,0,1,2,2,2026-02-06,2026-02-08,CHECKED_OUT,COMP
RES-2026Q1-00240,MZN-DXB-001,g_becc8edeaeaac3c1,GB,2,0,2,5,10,2026-02-06,2026-02-11,CANCELLED,GROUP
RES-2026Q1-00280,MZN-DXB-001,g_f17756c7abf647f4,IT,1,3,2,1,2,2026-02-06,2026-02-07,CHECKED_OUT,BAR
RES-2026Q1-00282,MZN-DXB-001,g_202ee8585129c809,EG,1,0,1,6,6,2026-02-06,2026-02-12,CHECKED_OUT,OTA
RES-2026Q1-00284,MZN-DXB-001,g_2e66c3332bfc7e77,RU,2,0,1,2,2,2026-02-06,2026-02-08,CHECKED_OUT,GROUP
RES-2026Q1-00328,MZN-DXB-001,g_90f97c397aab6262,PK,1,0,2,1,2,2026-02-06,2026-02-07,CHECKED_OUT,CORP
RES-2026Q1-00355,MZN-DXB-001,g_15899792dee7d9f4,IT,2,3,1,3,3,2026-02-06,2026-02-09,CHECKED_OUT,BAR
RES-2026Q1-00361,MZN-DXB-001,g_3cb09480cf113585,SA,1,2,1,2,2,2026-02-06,2026-02-08,CHECKED_OUT,OTA
RES-2026Q1-00420,MZN-DXB-001,g_7e981e96689f8f82,EG,4,0,1,5,5,2026-02-06,2026-02-11,CHECKED_OUT,COMP
RES-2026Q1-00521,MZN-DXB-001,g_df7c329ec05fbd6c,GB,1,2,1,7,7,2026-02-06,2026-02-13,CHECKED_OUT,BAR
RES-2026Q1-00597,MZN-DXB-001,g_64368e4edea7c006,IN,1,2,1,2,2,2026-02-06,2026-02-08,CHECKED_OUT,BAR
RES-2026Q1-00882,MZN-DXB-001,g_ec7ab6086883d692,PK,4,1,1,2,2,2026-02-06,2026-02-08,CHECKED_OUT,OTA
RES-2026Q1-00894,MZN-DXB-001,g_0425b2f36e264e2e,RU,1,1,1,3,3,2026-02-06,2026-02-09,CHECKED_OUT,OTA
RES-2026Q1-00956,MZN-DXB-001,g_188c509dcf5b02d3,DE,1,0,1,2,2,2026-02-06,2026-02-08,CHECKED_OUT,GROUP
RES-2026Q1-01017,MZN-DXB-001,g_9cfecc6598e064ea,RU,2,0,1,1,1,2026-02-06,2026-02-07,NO_SHOW,BAR
RES-2026Q1-01064,MZN-DXB-001,g_c696b7afef37c5ca,NL,1,0,1,1,1,2026-02-06,2026-02-07,NO_SHOW,GOV
RES-2026Q1-00171,MZN-DXB-001,g_ec456cbe026104bf,GB,1,0,1,7,7,2026-02-07,2026-02-14,CHECKED_OUT,BAR
RES-2026Q1-00187,MZN-DXB-001,g_3c71da9147ff2307,GB,1,0,3,3,9,2026-02-07,2026-02-10,CHECKED_OUT,BAR
RES-2026Q1-00248,MZN-DXB-001,g_8f57de25b3896ab1,GB,1,0,1,1,1,2026-02-07,2026-02-08,CHECKED_OUT,OTA
RES-2026Q1-00489,MZN-DXB-001,g_87fd4d98728ab6d5,AU,2,0,1,1,1,2026-02-07,2026-02-08,CHECKED_OUT,BAR
RES-2026Q1-00679,MZN-DXB-001,g_9539d94cb3442352,AU,1,0,2,1,2,2026-02-07,2026-02-08,CHECKED_OUT,CORP
RES-2026Q1-00695,MZN-DXB-001,g_78c3f5e23bb683f2,GB,2,1,1,2,2,2026-02-07,2026-02-09,CHECKED_OUT,BAR
RES-2026Q1-00792,MZN-DXB-001,g_35b1d0ff5479780e,GB,1,0,1,3,3,2026-02-07,2026-02-10,CHECKED_OUT,OTA
RES-2026Q1-00945,MZN-DXB-001,g_2d1066d6f35f5510,GB,2,1,1,1,1,2026-02-07,2026-02-08,CHECKED_OUT,HOUSE
RES-2026Q1-00974,MZN-DXB-001,g_f884b4b90744280d,EG,2,0,1,3,3,2026-02-07,2026-02-10,CHECKED_OUT,GROUP
RES-2026Q1-01137,MZN-DXB-001,g_575d636032f9eab1,GB,2,0,3,4,12,2026-02-07,2026-02-11,CHECKED_OUT,BAR
RES-2026Q1-01152,MZN-DXB-001,g_ed00e8b6c91a75a6,IT,2,1,1,5,5,2026-02-07,2026-02-12,CHECKED_OUT,OTA
RES-2026Q1-01175,MZN-DXB-001,g_991e9b6113c00d28,PK,2,2,1,3,3,2026-02-07,2026-02-10,NO_SHOW,CORP
RES-2026Q1-01180,MZN-DXB-001,g_fd127d985d31454d,NL,2,1,1,4,4,2026-02-07,2026-02-11,CHECKED_OUT,BAR
RES-2026Q1-01194,MZN-DXB-001,g_4db9ba04ef69d610,DE,1,0,1,2,2,2026-02-07,2026-02-09,CHECKED_OUT,OTA
RES-2026Q1-00199,MZN-DXB-001,g_727f53475f4479b2,GB,1,0,1,7,7,2026-02-08,2026-02-15,CHECKED_OUT,BAR
RES-2026Q1-00298,MZN-DXB-001,g_05e5096dc3506fa8,GB,1,0,1,2,2,2026-02-08,2026-02-10,CHECKED_OUT,BAR
RES-2026Q1-00327,MZN-DXB-001,g_ce68272895144b7a,RU,1,0,2,4,8,2026-02-08,2026-02-12,CHECKED_OUT,OTA
RES-2026Q1-00329,MZN-DXB-001,g_8380d9d75f142dd5,EG,2,0,1,2,2,2026-02-08,2026-02-10,CHECKED_OUT,BAR
RES-2026Q1-00511,MZN-DXB-001,g_3de9701b3c6bba2a,RU,2,0,1,1,1,2026-02-08,2026-02-09,CHECKED_OUT,OTA
RES-2026Q1-00563,MZN-DXB-001,g_59fc17cf55a7283e,US,2,0,1,3,3,2026-02-08,2026-02-11,CHECKED_OUT,GOV
RES-2026Q1-00786,MZN-DXB-001,g_db145584a6862f44,PK,3,1,1,6,6,2026-02-08,2026-02-14,CHECKED_OUT,BAR
RES-2026Q1-00788,MZN-DXB-001,g_fd25aa1016733cbb,IN,2,1,1,3,3,2026-02-08,2026-02-11,CHECKED_OUT,CORP
RES-2026Q1-00798,MZN-DXB-001,g_6dd7011be1faf275,GB,2,0,1,5,5,2026-02-08,2026-02-13,NO_SHOW,OTA
RES-2026Q1-00810,MZN-DXB-001,g_33f00e9ee68acf09,DE,1,0,1,3,3,2026-02-08,2026-02-11,CHECKED_OUT,BAR
RES-2026Q1-00847,MZN-DXB-001,g_03158232223c6fdf,CN,2,0,1,5,5,2026-02-08,2026-02-13,CHECKED_OUT,OTA
RES-2026Q1-00915,MZN-DXB-001,g_646c67454cae002a,RU,2,0,1,3,3,2026-02-08,2026-02-11,CHECKED_OUT,BAR
RES-2026Q1-01001,MZN-DXB-001,g_262482e877899c04,FR,1,1,1,2,2,2026-02-08,2026-02-10,CHECKED_OUT,OTA
RES-2026Q1-01054,MZN-DXB-001,g_d5d2281d0f94e4f5,CN,1,0,2,3,6,2026-02-08,2026-02-11,CANCELLED,BAR
RES-2026Q1-00085,MZN-DXB-001,g_c4be13e2f6a9af09,KZ,2,0,1,0,0,2026-02-09,2026-02-09,CHECKED_OUT,BAR
RES-2026Q1-00224,MZN-DXB-001,g_37b288204c528d55,NL,1,1,1,3,3,2026-02-09,2026-02-12,CHECKED_OUT,OTA
RES-2026Q1-00341,MZN-DXB-001,g_d269dc24416e3a19,FR,1,0,1,2,2,2026-02-09,2026-02-11,CHECKED_OUT,GROUP
RES-2026Q1-00398,MZN-DXB-001,g_52284f905af13486,DE,2,0,1,9,9,2026-02-09,2026-02-18,CHECKED_OUT,GOV
RES-2026Q1-00418,MZN-DXB-001,g_f5e91ff84c5ed9fb,FR,2,0,1,3,3,2026-02-09,2026-02-12,CHECKED_OUT,GROUP
RES-2026Q1-00586,MZN-DXB-001,g_58bfef90e2aa63ad,CZ,2,0,1,4,4,2026-02-09,2026-02-13,CHECKED_OUT,CORP
RES-2026Q1-00657,MZN-DXB-001,g_7bfaaff021557383,JP,1,2,2,5,10,2026-02-09,2026-02-14,CHECKED_OUT,CORP
RES-2026Q1-00699,MZN-DXB-001,g_67ec486fd57d3b6f,SA,1,0,1,14,14,2026-02-09,2026-02-23,CHECKED_OUT,HOUSE
RES-2026Q1-00957,MZN-DXB-001,g_bb9da769820aff85,KZ,1,0,1,1,1,2026-02-09,2026-02-10,CHECKED_OUT,BAR
RES-2026Q1-01028,MZN-DXB-001,g_965fee5f08a72f8a,IN,3,0,1,3,3,2026-02-09,2026-02-12,CHECKED_OUT,BAR
RES-2026Q1-01198,MZN-DXB-001,g_8465a80c86ace156,JP,1,0,2,4,8,2026-02-09,2026-02-13,CHECKED_OUT,BAR
RES-2026Q1-00151,MZN-DXB-001,g_a9150dbe50d09d8c,GB,2,0,1,1,1,2026-02-10,2026-02-11,CHECKED_OUT,CORP
RES-2026Q1-00157,MZN-DXB-001,g_09105b6fbb4a2fca,GB,1,0,1,1,1,2026-02-10,2026-02-11,CHECKED_OUT,GROUP
RES-2026Q1-00565,MZN-DXB-001,g_b4953a17aca26084,US,2,0,1,1,1,2026-02-10,2026-02-11,CHECKED_OUT,CORP
RES-2026Q1-00585,MZN-DXB-001,g_844192f2f5b02f68,EG,2,1,1,3,3,2026-02-10,2026-02-13,CHECKED_OUT,BAR
RES-2026Q1-00642,MZN-DXB-001,g_2f57e63263892f32,CH,2,1,1,3,3,2026-02-10,2026-02-13,CHECKED_OUT,COMP
RES-2026Q1-00728,MZN-DXB-001,g_73a05aebfbd0f1b3,SA,2,0,1,3,3,2026-02-10,2026-02-13,CHECKED_OUT,CORP
RES-2026Q1-01037,MZN-DXB-001,g_794b836d6118eb00,SA,2,0,1,3,3,2026-02-10,2026-02-13,CHECKED_OUT,GROUP
RES-2026Q1-01155,MZN-DXB-001,g_f0d992c22073c39f,KZ,2,0,1,1,1,2026-02-10,2026-02-11,CHECKED_OUT,GROUP
RES-2026Q1-00197,MZN-DXB-001,g_f0bcdcb16601e759,SA,1,0,1,5,5,2026-02-11,2026-02-16,CHECKED_OUT,OTA
RES-2026Q1-00474,MZN-DXB-001,g_3ff8d1df4fa803a4,PK,1,0,1,3,3,2026-02-11,2026-02-14,CHECKED_OUT,BAR
RES-2026Q1-00591,MZN-DXB-001,g_6cb73882aedc76e9,SA,2,0,1,5,5,2026-02-11,2026-02-16,CHECKED_OUT,OTA
RES-2026Q1-00782,MZN-DXB-001,g_cb32ff14e6522f17,KR,1,2,1,5,5,2026-02-11,2026-02-16,CHECKED_OUT,OTA
RES-2026Q1-00835,MZN-DXB-001,g_8b2a8c543339c63e,RU,1,0,1,7,7,2026-02-11,2026-02-18,CHECKED_OUT,BAR
RES-2026Q1-00908,MZN-DXB-001,g_2d754c215a2bd9ef,DE,2,2,2,5,10,2026-02-11,2026-02-16,CHECKED_OUT,BAR
RES-2026Q1-00980,MZN-DXB-001,g_8eab2acd6153aafb,JP,2,0,1,2,2,2026-02-11,2026-02-13,CHECKED_OUT,HOUSE
RES-2026Q1-01092,MZN-DXB-001,g_7c5ecf2323aaad56,EG,2,3,1,4,4,2026-02-11,2026-02-15,CANCELLED,BAR
RES-2026Q1-01124,MZN-DXB-001,g_ede11597490f8145,FR,2,0,1,4,4,2026-02-11,2026-02-15,CHECKED_OUT,BAR
RES-2026Q1-00177,MZN-DXB-001,g_d3dbc03a34411b6d,EG,2,0,1,3,3,2026-02-12,2026-02-15,CHECKED_OUT,OTA
